length_seconds,source,success,runtime_s,memory_mb,predicted_mos
81.86,real,True,0.116,0.0,4.435803413391113
81.99,real,True,0.1169,0.0,4.260112285614014
82.18,real,True,0.1164,0.0,4.455155849456787
82.61,real,True,0.1167,0.0,4.19191837310791
83.05,real,True,0.1179,0.0,4.187774658203125
84.34,real,True,0.1204,0.0,4.115131378173828
84.72,real,True,0.12,0.0,3.947476625442505
85.09,real,True,0.3313,0.0,4.21938943862915
85.15,real,True,0.1306,0.0,3.655123233795166
85.2,real,True,0.1225,0.0,4.111102104187012
85.24,real,True,0.1185,0.0,3.738710641860962
85.7,real,True,0.1292,0.0,3.9597394466400146
87.22,real,True,0.1267,0.0,4.381755828857422
87.84,real,True,0.1172,0.0,3.810380220413208
87.91,real,True,0.1287,0.0,4.074726581573486
88.44,real,True,0.1287,0.0,3.5768580436706543
88.7,real,True,0.1211,0.0,3.548044204711914
88.84,real,True,0.1207,0.0,3.2806320190429688
89.04,real,True,0.1215,0.0,3.6903176307678223
89.29,real,True,0.1357,0.0,3.9239721298217773
89.46,real,True,0.1288,0.0,4.495988368988037
90.01,real,True,0.1341,0.0,4.478206157684326
90.96,real,True,0.1304,0.0,3.7874035835266113
91.57,real,True,0.14,0.0,4.108198165893555
91.74,real,True,0.1389,0.0,4.3957014083862305
92.45,real,True,0.1308,0.0,4.257931709289551
94.36,real,True,0.1464,0.0,4.151712894439697
94.72,real,True,0.1351,0.0,4.182393550872803
94.92,real,True,0.1384,0.0,4.03153657913208
95.02,real,True,0.1475,0.0,4.253096103668213
96.01,real,True,0.1471,0.0,3.8790488243103027
96.19,real,True,0.1357,0.0,4.0715508460998535
96.2,real,True,0.1415,0.0,4.111690521240234
98.82,real,True,0.1546,0.0,3.6123228073120117
99.02,real,True,0.1474,0.0,4.112245559692383
101.43,real,True,0.1377,0.0,4.320104122161865
101.73,real,True,0.1606,0.0,4.099738597869873
103.38,real,True,0.1602,0.0,4.033234596252441
103.85,real,True,0.1663,0.0,4.168035507202148
104.17,real,True,0.1674,0.0,3.727599620819092
104.18,real,True,0.1671,0.0,3.8287713527679443
104.59,real,True,0.1483,0.0,4.119787216186523
105.1,real,True,0.168,0.0,4.3045220375061035
105.3,real,True,0.1722,0.0,4.53142786026001
106.22,real,True,0.1589,0.0,3.609255313873291
108.18,real,True,0.1736,0.0,3.099541425704956
108.87,real,True,0.1725,0.0,4.599140167236328
109.55,real,True,0.1756,0.0,3.6220297813415527
111.17,real,True,0.1858,0.0,4.492863655090332
112.52,real,True,0.1851,0.0,3.9695115089416504
112.81,real,True,0.1885,0.0,4.337969779968262
112.95,real,True,0.1779,0.0,3.8526782989501953
113.04,real,True,0.179,0.0,4.179886341094971
113.76,real,True,0.176,0.0,4.363367557525635
113.86,real,True,0.1863,0.0,4.051860332489014
114.34,real,True,0.1922,0.0,4.127211570739746
114.4,real,True,0.1593,0.0,3.7231016159057617
114.88,real,True,0.1739,0.0,4.445538520812988
115.14,real,True,0.1933,0.0,3.5575814247131348
115.16,real,True,0.1917,0.0,4.30418062210083
116.0,real,True,0.1661,0.0,3.961601495742798
116.73,real,True,0.1974,0.0,4.262725830078125
116.96,real,True,0.1623,0.0,3.7928192615509033
117.78,real,True,0.2013,0.0,3.096090793609619
118.03,real,True,0.1783,0.0,3.2566158771514893
118.2,real,True,0.3078,0.0,4.10453987121582
119.17,real,True,0.1987,0.0,4.070613861083984
119.34,real,True,0.1953,0.0,3.462920665740967
120.22,real,True,0.2109,0.0,3.8999760150909424
121.09,real,True,0.205,0.0,3.176365375518799
121.16,real,True,0.2022,0.0,4.136475086212158
122.03,real,True,0.2161,0.0,4.045499801635742
122.3,real,True,0.2013,0.0,4.310789108276367
124.45,real,True,0.2097,0.0,4.221033096313477
124.71,real,True,0.2201,0.0,4.559167861938477
125.05,real,True,0.2078,0.0,4.3524041175842285
125.3,real,True,0.2208,0.0,4.472832679748535
126.53,real,True,0.2151,0.0,4.1895952224731445
126.94,real,True,0.2223,0.0,4.110337734222412
127.43,real,True,0.2305,0.0,4.432999134063721
129.13,real,True,0.2111,0.0,3.264423370361328
129.2,real,True,0.2303,0.0,3.2534399032592773
129.3,real,True,0.2369,0.0,4.241525650024414
130.07,real,True,0.2033,0.0,4.077202320098877
130.2,real,True,0.2366,0.0,4.2170891761779785
131.1,real,True,0.2397,0.0,3.9816346168518066
131.43,real,True,0.2274,0.0,4.162135124206543
131.83,real,True,0.2006,0.0,4.413017272949219
132.73,real,True,0.2328,0.0,4.347000598907471
134.25,real,True,0.2267,0.0,4.280823707580566
134.34,real,True,0.2476,0.0,3.640799045562744
134.72,real,True,0.2277,0.0,4.200441360473633
135.58,real,True,0.2488,0.0,4.130389213562012
135.65,real,True,0.248,0.0,3.696399211883545
137.98,real,True,0.2615,0.0,4.338616371154785
139.23,real,True,0.2628,0.0,4.0590596199035645
140.76,real,True,0.258,0.0,3.428330421447754
140.94,real,True,0.2564,0.0,4.123132228851318
142.75,real,True,0.2782,0.0,3.1484005451202393
144.0,real,True,0.2431,0.0,4.431734561920166
145.13,real,True,0.2634,0.0,3.7611842155456543
145.61,real,True,0.2662,0.0,3.8330209255218506
146.43,real,True,0.2866,0.0,2.9712953567504883
146.76,real,True,0.2766,0.0,3.3972055912017822
147.15,real,True,0.2832,0.0,3.461566209793091
148.8,real,True,0.2415,0.0,4.321900844573975
149.17,real,True,0.3782,0.0,4.342564582824707
151.09,real,True,0.2897,0.0,3.495563507080078
151.53,real,True,0.3102,0.0,3.843935012817383
153.39,real,True,0.3088,0.0,4.265288352966309
153.84,real,True,0.3118,0.0,4.154306411743164
153.99,real,True,0.31,0.0,4.060291767120361
154.37,real,True,0.3126,0.0,2.805474281311035
154.45,real,True,0.3132,0.0,4.098465442657471
154.55,real,True,0.2831,0.0,4.1612443923950195
156.14,real,True,0.3003,0.0,3.457825183868408
156.35,real,True,0.2997,0.0,3.6822290420532227
156.7,real,True,0.3204,0.0,4.235857009887695
157.58,real,True,0.3089,0.0,4.0371785163879395
158.38,real,True,0.3222,0.0,4.046238899230957
158.53,real,True,0.3009,0.0,4.200594425201416
159.51,real,True,0.2937,0.0,4.338019371032715
159.8,real,True,0.3297,0.0,3.8644912242889404
160.0,real,True,0.297,0.0,4.368838787078857
160.42,real,True,0.3369,0.0,4.315323829650879
161.56,real,True,0.3272,0.0,3.6204681396484375
161.71,real,True,0.3193,0.0,4.256161212921143
161.84,real,True,0.3369,0.0,3.835012435913086
162.19,real,True,0.3414,0.0,3.1142501831054688
162.32,real,True,0.3176,0.0,4.24852180480957
163.89,real,True,0.36,0.0,4.25368595123291
163.99,real,True,0.304,0.0,4.326521873474121
164.97,real,True,0.335,0.0,4.4555158615112305
166.16,real,True,0.3364,0.0,3.8978981971740723
166.94,real,True,0.3587,0.0,4.34540319442749
167.99,real,True,0.3045,0.0,3.996286392211914
168.67,real,True,0.3511,0.0,3.9566755294799805
169.17,real,True,0.4613,0.0,4.163651943206787
169.34,real,True,0.3655,0.0,2.918933391571045
171.09,real,True,0.3671,0.0,3.7720727920532227
172.16,real,True,0.3358,0.0,2.8168134689331055
172.42,real,True,0.3785,0.0,4.29457950592041
172.55,real,True,0.3811,0.0,4.028786659240723
172.68,real,True,0.3738,0.0,4.376971244812012
174.46,real,True,0.3872,0.0,4.352358818054199
174.66,real,True,0.3843,0.0,4.071329593658447
175.1,real,True,0.3873,0.0,3.9139537811279297
175.82,real,True,0.3933,0.0,4.473749160766602
175.97,real,True,0.3852,0.0,3.3071062564849854
176.49,real,True,0.3734,0.0,4.030938625335693
177.32,real,True,0.391,0.0,4.052304267883301
177.49,real,True,0.3723,0.0,3.0106844902038574
177.98,real,True,0.3816,0.0,4.339334011077881
178.93,real,True,0.3765,0.0,4.344235897064209
180.14,real,True,0.3846,0.0,3.1983728408813477
180.52,real,True,0.3879,0.0,3.2653236389160156
181.89,real,True,0.3982,0.0,4.193774700164795
181.89,real,True,0.415,0.0,3.7964391708374023
182.8,real,True,0.4083,0.0,3.5746991634368896
183.21,real,True,0.425,0.0,3.696504592895508
183.36,real,True,0.3565,0.0,4.3858795166015625
184.43,real,True,0.4062,0.0,4.451703071594238
184.66,real,True,0.4276,0.0,2.4651920795440674
185.38,real,True,0.4181,0.0,4.305542945861816
185.95,real,True,0.4297,0.0,4.423131942749023
187.94,real,True,0.5276,0.0,3.623572826385498
188.19,real,True,0.4518,0.0,4.282179355621338
188.53,real,True,0.4327,0.0,4.257022857666016
189.29,real,True,0.4361,0.0,4.369878768920898
190.35,real,True,0.4458,0.0,4.390002727508545
190.99,real,True,0.4469,0.0,3.8609960079193115
191.48,real,True,0.4478,0.0,3.2892727851867676
191.92,real,True,0.4447,0.0,4.2691240310668945
191.95,real,True,0.4427,0.0,3.6919713020324707
193.18,real,True,0.4497,0.0,4.218960285186768
193.64,real,True,0.4591,0.0,4.469783782958984
194.79,real,True,0.4678,0.0,4.387985706329346
195.0,real,True,0.4477,0.0,4.192325115203857
195.38,real,True,0.4634,0.0,3.8570940494537354
196.5,real,True,0.4563,0.0,4.422216415405273
197.51,real,True,0.4826,0.0,4.296255111694336
198.08,real,True,0.4102,0.0,3.013763904571533
198.2,real,True,0.4825,0.0,1.9713752269744873
198.58,real,True,0.4739,0.0,3.7439630031585693
198.68,real,True,0.487,0.0,3.5252809524536133
199.09,real,True,0.4668,0.0,3.956540107727051
199.32,real,True,0.49,0.0,4.1961283683776855
199.66,real,True,0.4669,0.0,4.127250671386719
200.33,real,True,0.4994,0.0,4.25558614730835
200.52,real,True,0.4961,0.0,3.2184605598449707
201.0,real,True,0.478,0.0,4.328937530517578
201.21,real,True,0.4964,0.0,2.4641690254211426
201.47,real,True,0.6106,0.0,4.342013359069824
202.78,real,True,0.5147,0.0,4.112627983093262
202.8,real,True,0.5061,0.0,4.225620746612549
203.04,real,True,0.4351,0.0,3.672579050064087
203.92,real,True,0.5115,0.0,4.1121344566345215
204.07,real,True,0.5044,0.0,3.6787731647491455
205.53,real,True,0.5224,0.0,4.224530220031738
205.59,real,True,0.4441,0.0,4.078205108642578
205.85,real,True,0.5177,0.0,3.592691659927368
206.21,real,True,0.5244,0.0,4.512156009674072
206.36,real,True,0.5195,0.0,3.2394907474517822
206.39,real,True,0.4476,0.0,4.31099796295166
207.66,real,True,0.5123,0.0,3.5004050731658936
208.74,real,True,0.5112,0.0,4.177671909332275
208.98,real,True,0.515,0.0,3.240158796310425
210.31,real,True,0.5234,0.0,4.234364986419678
210.81,real,True,0.5177,0.0,4.244207382202148
211.4,real,True,0.5453,0.0,4.144838333129883
211.86,real,True,0.5452,0.0,4.323600769042969
214.25,real,True,0.5454,0.0,4.391719818115234
214.34,real,True,0.556,0.0,4.010950565338135
214.46,real,True,0.538,0.0,3.68473482131958
214.91,real,True,0.5482,0.0,3.415759801864624
215.65,real,True,0.5496,0.0,4.399144649505615
215.92,real,True,0.5657,0.0,4.186646938323975
216.03,real,True,0.5683,0.0,4.484869003295898
216.98,real,True,0.696,0.0,3.8451476097106934
217.26,real,True,0.5567,0.0,4.347638130187988
217.27,real,True,0.4937,0.0,3.554706573486328
217.93,real,True,0.5594,0.0,3.6900696754455566
218.76,real,True,0.559,0.0,4.326202392578125
218.8,real,True,0.5652,0.0,3.9060447216033936
218.84,real,True,0.5684,0.0,4.434497833251953
218.86,real,True,0.5702,0.0,3.530867099761963
219.13,real,True,0.5605,0.0,4.555171489715576
219.18,real,True,0.5758,0.0,4.366591453552246
219.87,real,True,0.5613,0.0,4.244708061218262
220.11,real,True,0.5719,0.0,4.307624816894531
220.65,real,True,0.5837,0.0,4.368005275726318
220.97,real,True,0.5898,0.0,4.194939613342285
221.37,real,True,0.5803,0.0,4.289979934692383
221.5,real,True,0.5868,0.0,4.356521129608154
221.62,real,True,0.5838,0.0,3.0057828426361084
221.95,real,True,0.5902,0.0,3.9778008460998535
222.12,real,True,0.5723,0.0,4.513180732727051
222.38,real,True,0.5937,0.0,4.3032145500183105
222.5,real,True,0.5752,0.0,3.0485126972198486
222.61,real,True,0.57,0.0,3.9909090995788574
223.0,real,True,0.579,0.0,3.3833868503570557
223.1,real,True,0.5894,0.0,4.343416690826416
223.21,real,True,0.5772,0.0,4.127499103546143
223.38,real,True,0.5908,0.0,4.330646514892578
223.58,real,True,0.5821,0.0,3.7600090503692627
223.61,real,True,0.6037,0.0,3.667511224746704
223.77,real,True,0.6035,0.0,3.9406604766845703
223.97,real,True,0.7213,0.0,4.367373943328857
224.01,real,True,0.6135,0.0,4.55307149887085
224.09,real,True,0.6066,0.0,4.285704612731934
224.27,real,True,0.5912,0.0,4.381473541259766
224.36,real,True,0.6074,0.0,4.200186729431152
224.43,real,True,0.6084,0.0,4.550849914550781
224.44,real,True,0.5801,0.0,4.2394914627075195
224.77,real,True,0.6039,0.0,2.776942729949951
224.9,real,True,0.5927,0.0,3.953158378601074
224.99,real,True,0.6095,0.0,3.8362698554992676
225.02,real,True,0.6,0.0,4.337314605712891
225.25,real,True,0.5973,0.0,3.7407889366149902
225.49,real,True,0.6208,0.0,4.452178001403809
225.6,real,True,0.5221,0.0,4.522374629974365
225.9,real,True,0.6136,0.0,3.7099740505218506
225.93,real,True,0.6107,0.0,4.262482643127441
226.02,real,True,0.6175,0.0,3.2654645442962646
226.12,real,True,0.5998,0.0,2.9991679191589355
226.27,real,True,0.6232,0.0,4.207868576049805
226.38,real,True,0.6085,0.0,4.186740875244141
226.39,real,True,0.5307,0.0,4.182492733001709
226.54,real,True,0.6117,0.0,3.526548147201538
226.56,real,True,0.5265,0.0,4.206323623657227
226.57,real,True,0.6292,0.0,4.014578819274902
226.87,real,True,0.5116,0.0,2.6479036808013916
226.9,real,True,0.6131,0.0,4.417333126068115
226.95,real,True,0.6223,0.0,4.156052589416504
227.01,real,True,0.6293,0.0,3.7070698738098145
227.04,real,True,0.6238,0.0,3.7223727703094482
227.07,real,True,0.6169,0.0,3.253922462463379
227.28,real,True,0.6297,0.0,4.209976673126221
227.36,real,True,0.512,0.0,4.177672863006592
227.69,real,True,0.6172,0.0,3.0007753372192383
227.85,real,True,0.6194,0.0,4.1429901123046875
227.91,real,True,0.6315,0.0,3.712083339691162
227.92,real,True,0.6378,0.0,3.9651222229003906
227.97,real,True,0.6351,0.0,4.349066734313965
228.02,real,True,0.6217,0.0,4.0734405517578125
228.19,real,True,0.6365,0.0,4.212065696716309
228.36,real,True,0.6345,0.0,3.7976555824279785
228.39,real,True,0.6156,0.0,4.085594654083252
228.42,real,True,0.6242,0.0,3.05985426902771
228.46,real,True,0.6324,0.0,4.033296585083008
228.56,real,True,0.7652,0.0,4.257317066192627
228.6,real,True,0.6292,0.0,4.2686309814453125
228.67,real,True,0.6396,0.0,3.6007566452026367
228.68,real,True,0.635,0.0,3.4350788593292236
228.69,real,True,0.6407,0.0,4.382160186767578
228.76,real,True,0.6258,0.0,3.8460514545440674
228.76,real,True,0.6305,0.0,4.506340980529785
228.78,real,True,0.642,0.0,4.046541690826416
228.79,real,True,0.5376,0.0,3.714871883392334
228.8,real,True,0.5382,0.0,4.5434112548828125
228.81,real,True,0.6292,0.0,4.362001419067383
228.85,real,True,0.6357,0.0,3.937817096710205
228.93,real,True,0.6405,0.0,3.9378511905670166
229.05,real,True,0.6258,0.0,3.799499750137329
229.13,real,True,0.623,0.0,4.389640808105469
229.22,real,True,0.6296,0.0,3.8122408390045166
229.22,real,True,0.6461,0.0,3.833918333053589
229.37,real,True,0.6433,0.0,3.7703516483306885
229.41,real,True,0.6434,0.0,4.349905490875244
229.68,real,True,0.6373,0.0,4.564913749694824
229.68,real,True,0.6437,0.0,3.5712544918060303
229.71,real,True,0.6405,0.0,4.037221908569336
229.77,real,True,0.6328,0.0,3.7131614685058594
229.83,real,True,0.6332,0.0,4.484091758728027
229.89,real,True,0.6451,0.0,4.04791259765625
230.0,real,True,0.6446,0.0,3.7996394634246826
230.06,real,True,0.6451,0.0,3.6734366416931152
230.11,real,True,0.6455,0.0,4.195214748382568
230.19,real,True,0.6458,0.0,3.2405409812927246
230.3,real,True,0.6309,0.0,4.085019588470459
230.33,real,True,0.6172,0.0,4.048254013061523
230.46,real,True,0.6327,0.0,4.407454967498779
230.47,real,True,0.6557,0.0,3.81988263130188
230.48,real,True,0.6503,0.0,3.797311305999756
230.48,real,True,0.6478,0.0,3.7533745765686035
230.5,real,True,0.6426,0.0,3.242730140686035
230.58,real,True,0.6455,0.0,4.074799537658691
230.72,real,True,0.5433,0.0,4.458135604858398
230.86,real,True,0.6348,0.0,2.8097403049468994
230.91,real,True,0.631,0.0,4.290647506713867
231.07,real,True,0.6295,0.0,4.148146629333496
231.09,real,True,0.6596,0.0,4.275209903717041
231.1,real,True,0.6433,0.0,4.104092597961426
231.2,real,True,0.5522,0.0,2.533060073852539
231.24,real,True,0.6577,0.0,4.411771774291992
231.27,real,True,0.6536,0.0,4.243838310241699
231.33,real,True,0.6556,0.0,4.343864440917969
231.37,real,True,0.6585,0.0,2.853928565979004
231.43,real,True,0.6508,0.0,4.493866443634033
231.51,real,True,0.5524,0.0,4.2276692390441895
231.54,real,True,0.6414,0.0,3.828202247619629
231.63,real,True,0.6404,0.0,3.895402669906616
231.64,real,True,0.6404,0.0,4.217949867248535
231.72,real,True,0.6572,0.0,4.184746742248535
231.72,real,True,0.6576,0.0,4.179085731506348
231.76,real,True,0.6621,0.0,4.131221294403076
231.83,real,True,0.5553,0.0,4.497867107391357
231.9,real,True,0.6597,0.0,3.8721914291381836
231.99,real,True,0.5585,0.0,4.360439777374268
232.03,real,True,0.6596,0.0,3.6734583377838135
232.07,real,True,0.659,0.0,4.277434349060059
232.09,real,True,0.6527,0.0,3.6829545497894287
232.1,real,True,0.6446,0.0,4.341761589050293
232.15,real,True,0.556,0.0,4.126809120178223
232.16,real,True,0.5616,0.0,3.0265047550201416
232.33,real,True,0.6624,0.0,4.209866523742676
232.35,real,True,0.6645,0.0,2.9551076889038086
232.39,real,True,0.6532,0.0,3.1884403228759766
232.41,real,True,0.6407,0.0,3.988922595977783
232.44,real,True,0.6471,0.0,4.317734718322754
232.53,real,True,0.6485,0.0,3.822282075881958
232.53,real,True,0.6457,0.0,4.327456474304199
232.55,real,True,0.645,0.0,3.697996139526367
232.59,real,True,0.6498,0.0,3.303297996520996
232.6,real,True,0.6549,0.0,4.349569320678711
232.61,real,True,0.6401,0.0,4.483365535736084
232.62,real,True,0.6587,0.0,4.353432655334473
232.62,real,True,0.6383,0.0,3.6445152759552
232.67,real,True,0.6548,0.0,4.3837890625
232.73,real,True,0.6387,0.0,3.981505870819092
232.75,real,True,0.6498,0.0,4.31545352935791
232.78,real,True,0.6443,0.0,3.4996118545532227
232.78,real,True,0.6434,0.0,4.195793151855469
232.81,real,True,0.6376,0.0,4.184617519378662
232.81,real,True,0.6496,0.0,4.357054710388184
232.88,real,True,0.6434,0.0,4.086970329284668
232.88,real,True,0.6455,0.0,4.258311748504639
232.89,real,True,0.6479,0.0,2.985830307006836
232.95,real,True,0.5581,0.0,3.7730112075805664
232.97,real,True,0.6716,0.0,3.817061424255371
233.01,real,True,0.6699,0.0,4.164624214172363
233.01,real,True,0.6599,0.0,4.0523271560668945
233.09,real,True,0.7987,0.0,4.188295364379883
233.09,real,True,0.6698,0.0,3.174595355987549
233.09,real,True,0.6471,0.0,3.414832353591919
233.13,real,True,0.648,0.0,4.182798385620117
233.13,real,True,0.653,0.0,4.279086589813232
233.13,real,True,0.647,0.0,3.273103952407837
233.19,real,True,0.6433,0.0,4.4777021408081055
233.2,real,True,0.6507,0.0,3.9796175956726074
233.21,real,True,0.6563,0.0,3.6484456062316895
233.27,real,True,0.5589,0.0,3.8487823009490967
233.27,real,True,0.5652,0.0,3.6353249549865723
233.28,real,True,0.5647,0.0,4.129018306732178
233.37,real,True,0.674,0.0,4.208649635314941
233.37,real,True,0.6707,0.0,4.03957462310791
233.47,real,True,0.6711,0.0,4.337506294250488
233.47,real,True,0.6692,0.0,3.9929285049438477
233.54,real,True,0.6552,0.0,3.6904585361480713
233.58,real,True,0.6452,0.0,3.9687018394470215
233.58,real,True,0.5594,0.0,3.8297877311706543
233.67,real,True,0.6701,0.0,4.273596286773682
233.7,real,True,0.6706,0.0,3.7012834548950195
233.7,real,True,0.674,0.0,4.1349897384643555
233.7,real,True,0.675,0.0,2.9927496910095215
233.71,real,True,0.6578,0.0,3.6071667671203613
233.72,real,True,0.6768,0.0,4.079722881317139
233.8,real,True,0.6715,0.0,4.528680801391602
233.82,real,True,0.6648,0.0,3.8798274993896484
233.85,real,True,0.673,0.0,2.7987897396087646
233.85,real,True,0.6742,0.0,3.946492910385132
233.9,real,True,0.6547,0.0,4.17089319229126
233.91,real,True,0.5452,0.0,4.063033580780029
233.92,real,True,0.569,0.0,3.8053081035614014
233.93,real,True,0.6732,0.0,4.36234712600708
233.94,real,True,0.6544,0.0,3.9019980430603027
233.94,real,True,0.6516,0.0,4.003006935119629
234.03,real,True,0.6522,0.0,2.593222141265869
234.05,real,True,0.6798,0.0,4.143213748931885
234.07,real,True,0.568,0.0,3.7776050567626953
234.11,real,True,0.66,0.0,3.4320192337036133
234.11,real,True,0.6435,0.0,3.3590519428253174
234.22,real,True,0.6507,0.0,3.522609233856201
234.26,real,True,0.6653,0.0,4.112636089324951
234.26,real,True,0.6602,0.0,4.228554725646973
234.27,real,True,0.6773,0.0,2.7834131717681885
234.27,real,True,0.6725,0.0,4.185445785522461
234.31,real,True,0.6632,0.0,3.222029209136963
234.32,real,True,0.6768,0.0,3.749508857727051
234.34,real,True,0.6658,0.0,4.108623504638672
234.34,real,True,0.6561,0.0,4.317707061767578
234.35,real,True,0.6534,0.0,4.442776203155518
234.36,real,True,0.6511,0.0,4.548648834228516
