results_block correlations report | dataset=bvcc
procedures: global_concat, global_rm, block_concat, block_rm
internal consistency: concat vs rm (global), concat vs rm (block)

1) correlations to target — global concat
tr     label                     system          mode      variant         PCC         SRCC        KTAU        n
18     w2v2-base + Transformer   8f532           reverse   no_pause        0.093234    -0.447761   -0.396982   31
18     w2v2-base + Transformer   8f532           reverse   original        0.010692    -0.446148   -0.405612   31
18     w2v2-base + Transformer   91caa           reverse   long_pause      -0.378628   -0.456044   -0.307692   13
18     w2v2-base + Transformer   91caa           reverse   long_pause_noi  -0.403428   -0.390110   -0.256410   13
18     w2v2-base + Transformer   91caa           reverse   no_pause        -0.264319   -0.192308   -0.128205   13
18     w2v2-base + Transformer   91caa           reverse   original        -0.282133   -0.120879   -0.153846   13
18     w2v2-base + Transformer   d81da           reverse   long_pause      -0.247972   0.302615    0.228727    28
18     w2v2-base + Transformer   d81da           reverse   long_pause_noi  -0.465130   -0.275229   -0.191492   28
18     w2v2-base + Transformer   d81da           reverse   no_pause        0.637907    0.690401    0.585115    28
18     w2v2-base + Transformer   d81da           reverse   original        0.640841    0.614268    0.500007    28
18     w2v2-base + Transformer   6c11c           forward   long_pause      0.949737    0.876763    0.730632    17
18     w2v2-base + Transformer   6c11c           forward   long_pause_noi  0.954132    0.876763    0.730632    17
18     w2v2-base + Transformer   6c11c           forward   no_pause        0.964050    0.911098    0.774913    17
18     w2v2-base + Transformer   6c11c           forward   original        0.859504    0.817903    0.627311    17
18     w2v2-base + Transformer   78aec           forward   long_pause      0.731175    0.064516    0.058065    31
18     w2v2-base + Transformer   78aec           forward   long_pause_noi  0.796397    0.007661    -0.023656   31
18     w2v2-base + Transformer   78aec           forward   no_pause        0.898664    -0.085887   -0.058065   31
18     w2v2-base + Transformer   78aec           forward   original        0.915888    -0.041532   -0.053763   31
18     w2v2-base + Transformer   83aed           forward   long_pause      0.140099    0.470588    0.382353    17
18     w2v2-base + Transformer   83aed           forward   long_pause_noi  0.246191    0.524510    0.470588    17
18     w2v2-base + Transformer   83aed           forward   no_pause        0.087152    0.465686    0.367647    17
18     w2v2-base + Transformer   83aed           forward   original        0.196967    0.465686    0.367647    17
18     w2v2-base + Transformer   8f532           forward   long_pause      -0.210092   -0.551029   -0.384037   31
18     w2v2-base + Transformer   8f532           forward   long_pause_noi  0.455306    0.111335    0.112190    31
18     w2v2-base + Transformer   8f532           forward   no_pause        -0.280945   -0.621622   -0.440132   31
18     w2v2-base + Transformer   8f532           forward   original        -0.334818   -0.607503   -0.435817   31
18     w2v2-base + Transformer   91caa           forward   long_pause      0.085240    -0.236264   -0.128205   13
18     w2v2-base + Transformer   91caa           forward   long_pause_noi  0.199173    -0.159341   -0.153846   13
18     w2v2-base + Transformer   91caa           forward   no_pause        0.209976    0.021978    0.076923    13
18     w2v2-base + Transformer   91caa           forward   original        0.190261    -0.049451   -0.076923   13
18     w2v2-base + Transformer   d81da           forward   long_pause      -0.015650   0.299014    0.257638    28
18     w2v2-base + Transformer   d81da           forward   long_pause_noi  -0.618882   -0.089266   -0.061089   28
18     w2v2-base + Transformer   d81da           forward   no_pause        0.355065    0.572837    0.464811    28
18     w2v2-base + Transformer   d81da           forward   original        0.428008    0.434283    0.310759    28
19     w2v2-large + Transformer  6c11c           random    long_pause      -0.523089   -0.818627   -0.602941   17
19     w2v2-large + Transformer  6c11c           random    long_pause_noi  -0.386364   -0.637255   -0.485294   17
19     w2v2-large + Transformer  6c11c           random    no_pause        -0.527719   -0.784314   -0.558824   17
19     w2v2-large + Transformer  6c11c           random    original        -0.496234   -0.377451   -0.205882   17
19     w2v2-large + Transformer  78aec           random    long_pause      0.473183    0.731727    0.572659    31
19     w2v2-large + Transformer  78aec           random    long_pause_noi  0.057961    0.260913    0.193757    31
19     w2v2-large + Transformer  78aec           random    no_pause        0.454139    0.764996    0.628633    31
19     w2v2-large + Transformer  78aec           random    original        0.465996    0.754713    0.585576    31
19     w2v2-large + Transformer  83aed           random    long_pause      -0.292660   0.112745    0.088235    17
19     w2v2-large + Transformer  83aed           random    long_pause_noi  0.155943    0.166667    0.073529    17
19     w2v2-large + Transformer  83aed           random    no_pause        -0.080193   0.161765    0.147059    17
19     w2v2-large + Transformer  83aed           random    original        0.068787    0.151961    0.102941    17
19     w2v2-large + Transformer  8f532           random    long_pause      -0.639833   -0.488306   -0.341935   31
19     w2v2-large + Transformer  8f532           random    long_pause_noi  -0.334847   0.272984    0.230108    31
19     w2v2-large + Transformer  8f532           random    no_pause        -0.667417   -0.337903   -0.225806   31
19     w2v2-large + Transformer  8f532           random    original        -0.703169   -0.322581   -0.221505   31
19     w2v2-large + Transformer  91caa           random    long_pause      0.251546    0.532967    0.487179    13
19     w2v2-large + Transformer  91caa           random    long_pause_noi  0.125760    0.472527    0.410256    13
19     w2v2-large + Transformer  91caa           random    no_pause        0.194899    0.489011    0.487179    13
19     w2v2-large + Transformer  91caa           random    original        0.218681    0.483516    0.435897    13
19     w2v2-large + Transformer  d81da           random    long_pause      0.675465    0.732895    0.645503    28
19     w2v2-large + Transformer  d81da           random    long_pause_noi  -0.843884   -0.745484   -0.592593   28
19     w2v2-large + Transformer  d81da           random    no_pause        0.913323    0.960591    0.851852    28
19     w2v2-large + Transformer  d81da           random    original        0.923816    0.918993    0.767196    28
19     w2v2-large + Transformer  6c11c           reverse   long_pause      -0.688577   -0.551471   -0.485294   17
19     w2v2-large + Transformer  6c11c           reverse   long_pause_noi  -0.891177   -0.352941   -0.250000   17
19     w2v2-large + Transformer  6c11c           reverse   no_pause        -0.649064   -0.350490   -0.308824   17
19     w2v2-large + Transformer  6c11c           reverse   original        -0.642185   -0.301471   -0.279412   17
19     w2v2-large + Transformer  78aec           reverse   long_pause      0.710750    0.683149    0.482694    31
19     w2v2-large + Transformer  78aec           reverse   long_pause_noi  -0.202051   -0.382644   -0.188316   31
19     w2v2-large + Transformer  78aec           reverse   no_pause        0.281435    0.475681    0.318189    31
19     w2v2-large + Transformer  78aec           reverse   original        0.266445    0.371140    0.244594    31
19     w2v2-large + Transformer  83aed           reverse   long_pause      -0.230082   0.095588    0.044118    17
19     w2v2-large + Transformer  83aed           reverse   long_pause_noi  -0.432968   -0.125000   -0.058824   17
19     w2v2-large + Transformer  83aed           reverse   no_pause        0.295707    0.264706    0.147059    17
19     w2v2-large + Transformer  83aed           reverse   original        0.566364    0.071078    -0.044118   17
19     w2v2-large + Transformer  8f532           reverse   long_pause      -0.501684   -0.689391   -0.548007   31
19     w2v2-large + Transformer  8f532           reverse   long_pause_noi  0.914367    0.895522    0.720608    31
19     w2v2-large + Transformer  8f532           reverse   no_pause        0.455343    -0.123033   -0.090615   31
19     w2v2-large + Transformer  8f532           reverse   original        0.289335    -0.204115   -0.172601   31
19     w2v2-large + Transformer  91caa           reverse   long_pause      -0.353070   -0.368132   -0.282051   13
19     w2v2-large + Transformer  91caa           reverse   long_pause_noi  -0.500503   -0.505495   -0.358974   13
19     w2v2-large + Transformer  91caa           reverse   no_pause        -0.523542   -0.478022   -0.384615   13
19     w2v2-large + Transformer  91caa           reverse   original        -0.198280   -0.274725   -0.205128   13
19     w2v2-large + Transformer  d81da           reverse   long_pause      -0.146792   0.648775    0.505326    28
19     w2v2-large + Transformer  d81da           reverse   long_pause_noi  -0.633551   -0.850883   -0.680861   28
19     w2v2-large + Transformer  d81da           reverse   no_pause        0.228529    0.726825    0.622349    28
19     w2v2-large + Transformer  d81da           reverse   original        0.152218    0.597563    0.452134    28
19     w2v2-large + Transformer  6c11c           forward   long_pause      0.396316    0.311465    0.258304    17
19     w2v2-large + Transformer  6c11c           forward   long_pause_noi  0.896057    0.822808    0.642071    17
19     w2v2-large + Transformer  6c11c           forward   no_pause        0.916786    0.815451    0.612550    17
19     w2v2-large + Transformer  6c11c           forward   original        0.916729    0.812998    0.642071    17
19     w2v2-large + Transformer  78aec           forward   long_pause      0.857325    0.204435    0.247312    31
19     w2v2-large + Transformer  78aec           forward   long_pause_noi  0.889977    -0.051613   -0.079570   31
19     w2v2-large + Transformer  78aec           forward   no_pause        0.922492    0.014919    0.027957    31
19     w2v2-large + Transformer  78aec           forward   original        0.921484    0.142339    0.148387    31
19     w2v2-large + Transformer  83aed           forward   long_pause      0.036691    0.090686    0.058824    17
19     w2v2-large + Transformer  83aed           forward   long_pause_noi  0.426157    0.392157    0.338235    17
19     w2v2-large + Transformer  83aed           forward   no_pause        0.012159    0.063725    0.058824    17
19     w2v2-large + Transformer  83aed           forward   original        -0.140120   0.046569    0.014706    17
19     w2v2-large + Transformer  8f532           forward   long_pause      -0.447203   -0.824123   -0.599787   31
19     w2v2-large + Transformer  8f532           forward   long_pause_noi  0.746975    0.811214    0.634308    31
19     w2v2-large + Transformer  8f532           forward   no_pause        0.064712    -0.386850   -0.271846   31
19     w2v2-large + Transformer  8f532           forward   original        -0.008374   -0.493748   -0.336571   31
19     w2v2-large + Transformer  91caa           forward   long_pause      0.213866    0.192308    0.153846    13
19     w2v2-large + Transformer  91caa           forward   long_pause_noi  0.477845    0.109890    0.025641    13
19     w2v2-large + Transformer  91caa           forward   no_pause        0.453804    0.186813    0.076923    13
19     w2v2-large + Transformer  91caa           forward   original        0.674661    0.340659    0.230769    13
19     w2v2-large + Transformer  d81da           forward   long_pause      0.155042    0.289704    0.231078    28
19     w2v2-large + Transformer  d81da           forward   long_pause_noi  -0.715286   -0.310515   -0.236390   28
19     w2v2-large + Transformer  d81da           forward   no_pause        0.235910    0.532311    0.448875    28
19     w2v2-large + Transformer  d81da           forward   original        0.219449    0.517525    0.432938    28
23     w2v2-large + BiLSTM       6c11c           random    long_pause      -0.488348   -0.862745   -0.676471   17
23     w2v2-large + BiLSTM       6c11c           random    long_pause_noi  -0.382123   -0.916667   -0.720588   17
23     w2v2-large + BiLSTM       6c11c           random    no_pause        -0.455472   -0.588235   -0.382353   17
23     w2v2-large + BiLSTM       6c11c           random    original        -0.442936   -0.504902   -0.294118   17
23     w2v2-large + BiLSTM       78aec           random    long_pause      0.213728    0.117351    0.094726    31
23     w2v2-large + BiLSTM       78aec           random    long_pause_noi  -0.094314   0.051618    0.043057    31
23     w2v2-large + BiLSTM       78aec           random    no_pause        0.309388    0.256881    0.172228    31
23     w2v2-large + BiLSTM       78aec           random    original        0.244426    0.177034    0.133477    31
23     w2v2-large + BiLSTM       83aed           random    long_pause      -0.392826   0.289216    0.294118    17
23     w2v2-large + BiLSTM       83aed           random    long_pause_noi  0.035368    0.208333    0.147059    17
23     w2v2-large + BiLSTM       83aed           random    no_pause        -0.326961   0.269608    0.279412    17
23     w2v2-large + BiLSTM       83aed           random    original        -0.311226   0.245098    0.220588    17
23     w2v2-large + BiLSTM       8f532           random    long_pause      -0.681015   -0.387500   -0.281720   31
23     w2v2-large + BiLSTM       8f532           random    long_pause_noi  -0.336502   0.289516    0.247312    31
23     w2v2-large + BiLSTM       8f532           random    no_pause        -0.667028   -0.337097   -0.243011   31
23     w2v2-large + BiLSTM       8f532           random    original        -0.674624   -0.300403   -0.212903   31
23     w2v2-large + BiLSTM       91caa           random    long_pause      0.321427    0.565934    0.564103    13
23     w2v2-large + BiLSTM       91caa           random    long_pause_noi  0.235390    0.379121    0.307692    13
23     w2v2-large + BiLSTM       91caa           random    no_pause        0.335232    0.510989    0.410256    13
23     w2v2-large + BiLSTM       91caa           random    original        0.386166    0.252747    0.153846    13
23     w2v2-large + BiLSTM       d81da           random    long_pause      0.672399    0.793103    0.603175    28
23     w2v2-large + BiLSTM       d81da           random    long_pause_noi  -0.780623   -0.631637   -0.492063   28
23     w2v2-large + BiLSTM       d81da           random    no_pause        0.882941    0.935961    0.793651    28
23     w2v2-large + BiLSTM       d81da           random    original        0.927688    0.920088    0.761905    28
23     w2v2-large + BiLSTM       6c11c           reverse   long_pause      -0.712181   -0.539216   -0.470588   17
23     w2v2-large + BiLSTM       6c11c           reverse   long_pause_noi  -0.883263   -0.183824   -0.117647   17
23     w2v2-large + BiLSTM       6c11c           reverse   no_pause        -0.645865   -0.394608   -0.338235   17
23     w2v2-large + BiLSTM       6c11c           reverse   original        -0.661039   -0.348039   -0.308824   17
23     w2v2-large + BiLSTM       78aec           reverse   long_pause      0.002415    0.079516    0.080088    31
23     w2v2-large + BiLSTM       78aec           reverse   long_pause_noi  -0.306367   -0.405449   -0.192645   31
23     w2v2-large + BiLSTM       78aec           reverse   no_pause        0.034962    0.100303    0.088746    31
23     w2v2-large + BiLSTM       78aec           reverse   original        0.381592    0.496267    0.296543    31
23     w2v2-large + BiLSTM       83aed           reverse   long_pause      0.509270    0.286765    0.147059    17
23     w2v2-large + BiLSTM       83aed           reverse   long_pause_noi  -0.568600   -0.161765   -0.132353   17
23     w2v2-large + BiLSTM       83aed           reverse   no_pause        0.838636    0.492647    0.352941    17
23     w2v2-large + BiLSTM       83aed           reverse   original        0.821692    0.267157    0.132353    17
23     w2v2-large + BiLSTM       8f532           reverse   long_pause      0.616407    -0.018556   -0.043150   31
23     w2v2-large + BiLSTM       8f532           reverse   long_pause_noi  0.933481    0.914885    0.746498    31
23     w2v2-large + BiLSTM       8f532           reverse   no_pause        0.692957    -0.141186   -0.125135   31
23     w2v2-large + BiLSTM       8f532           reverse   original        0.534205    -0.412666   -0.340886   31
23     w2v2-large + BiLSTM       91caa           reverse   long_pause      -0.323118   -0.335165   -0.205128   13
23     w2v2-large + BiLSTM       91caa           reverse   long_pause_noi  -0.473360   -0.263736   -0.179487   13
23     w2v2-large + BiLSTM       91caa           reverse   no_pause        -0.171771   -0.126374   -0.076923   13
23     w2v2-large + BiLSTM       91caa           reverse   original        0.244790    0.164835    0.051282    13
23     w2v2-large + BiLSTM       d81da           reverse   long_pause      -0.289756   0.323429    0.244684    28
23     w2v2-large + BiLSTM       d81da           reverse   long_pause_noi  -0.598807   -0.718061   -0.558519   28
23     w2v2-large + BiLSTM       d81da           reverse   no_pause        0.386388    0.727646    0.622349    28
23     w2v2-large + BiLSTM       d81da           reverse   original        0.453281    0.722169    0.595753    28
23     w2v2-large + BiLSTM       6c11c           forward   long_pause      -0.124870   -0.362968   -0.332106   17
23     w2v2-large + BiLSTM       6c11c           forward   long_pause_noi  0.814157    0.810546    0.656831    17
23     w2v2-large + BiLSTM       6c11c           forward   no_pause        0.514235    0.197425    0.169743    17
23     w2v2-large + BiLSTM       6c11c           forward   original        0.399523    0.252606    0.184503    17
23     w2v2-large + BiLSTM       78aec           forward   long_pause      0.931524    -0.102016   -0.113978   31
23     w2v2-large + BiLSTM       78aec           forward   long_pause_noi  0.844832    -0.030645   -0.058065   31
23     w2v2-large + BiLSTM       78aec           forward   no_pause        0.938884    0.042339    0.058065    31
23     w2v2-large + BiLSTM       78aec           forward   original        0.951131    0.068145    0.066667    31
23     w2v2-large + BiLSTM       83aed           forward   long_pause      -0.290661   -0.183824   -0.073529   17
23     w2v2-large + BiLSTM       83aed           forward   long_pause_noi  0.516203    0.303922    0.235294    17
23     w2v2-large + BiLSTM       83aed           forward   no_pause        -0.238799   -0.203431   -0.117647   17
23     w2v2-large + BiLSTM       83aed           forward   original        -0.113331   -0.098039   -0.058824   17
23     w2v2-large + BiLSTM       8f532           forward   long_pause      0.457649    -0.385639   -0.293421   31
23     w2v2-large + BiLSTM       8f532           forward   long_pause_noi  0.746984    0.699879    0.539377    31
23     w2v2-large + BiLSTM       8f532           forward   no_pause        0.283753    -0.489310   -0.375406   31
23     w2v2-large + BiLSTM       8f532           forward   original        0.180084    -0.620008   -0.483282   31
23     w2v2-large + BiLSTM       91caa           forward   long_pause      -0.385696   -0.543956   -0.205128   13
23     w2v2-large + BiLSTM       91caa           forward   long_pause_noi  0.654748    0.131868    0.076923    13
23     w2v2-large + BiLSTM       91caa           forward   no_pause        0.870426    0.445055    0.384615    13
23     w2v2-large + BiLSTM       91caa           forward   original        0.887090    0.489011    0.384615    13
23     w2v2-large + BiLSTM       d81da           forward   long_pause      -0.143783   0.439759    0.358569    28
23     w2v2-large + BiLSTM       d81da           forward   long_pause_noi  -0.702857   -0.188390   -0.162020   28
23     w2v2-large + BiLSTM       d81da           forward   no_pause        0.308321    0.575575    0.486060    28
23     w2v2-large + BiLSTM       d81da           forward   original        0.106101    0.525739    0.464811    28
24     w2v2-base + BiLSTM        6c11c           random    long_pause      -0.521018   -0.735294   -0.558824   17
24     w2v2-base + BiLSTM        6c11c           random    long_pause_noi  -0.433282   -0.894608   -0.720588   17
24     w2v2-base + BiLSTM        6c11c           random    no_pause        -0.399593   -0.495098   -0.308824   17
24     w2v2-base + BiLSTM        6c11c           random    original        -0.408506   -0.571078   -0.367647   17
24     w2v2-base + BiLSTM        78aec           random    long_pause      -0.029973   -0.093155   -0.081808   31
24     w2v2-base + BiLSTM        78aec           random    long_pause_noi  -0.434688   -0.313943   -0.215285   31
24     w2v2-base + BiLSTM        78aec           random    no_pause        0.141309    -0.054643   -0.060280   31
24     w2v2-base + BiLSTM        78aec           random    original        0.093751    -0.119972   -0.120560   31
24     w2v2-base + BiLSTM        83aed           random    long_pause      0.372908    -0.058824   -0.058824   17
24     w2v2-base + BiLSTM        83aed           random    long_pause_noi  0.461546    -0.049020   -0.044118   17
24     w2v2-base + BiLSTM        83aed           random    no_pause        0.378843    0.019608    0.058824    17
24     w2v2-base + BiLSTM        83aed           random    original        0.479633    0.120098    0.102941    17
24     w2v2-base + BiLSTM        8f532           random    long_pause      -0.722597   -0.376210   -0.273118   31
24     w2v2-base + BiLSTM        8f532           random    long_pause_noi  -0.505232   0.070161    0.083871    31
24     w2v2-base + BiLSTM        8f532           random    no_pause        -0.753355   -0.489919   -0.372043   31
24     w2v2-base + BiLSTM        8f532           random    original        -0.721651   -0.498387   -0.363441   31
24     w2v2-base + BiLSTM        91caa           random    long_pause      0.128563    0.230769    0.205128    13
24     w2v2-base + BiLSTM        91caa           random    long_pause_noi  0.217261    0.450549    0.384615    13
24     w2v2-base + BiLSTM        91caa           random    no_pause        0.250908    0.500000    0.487179    13
24     w2v2-base + BiLSTM        91caa           random    original        0.214327    0.329670    0.333333    13
24     w2v2-base + BiLSTM        d81da           random    long_pause      0.714517    0.827039    0.634921    28
24     w2v2-base + BiLSTM        d81da           random    long_pause_noi  -0.531837   -0.405036   -0.301587   28
24     w2v2-base + BiLSTM        d81da           random    no_pause        0.904680    0.967707    0.857143    28
24     w2v2-base + BiLSTM        d81da           random    original        0.830927    0.969896    0.862434    28
24     w2v2-base + BiLSTM        6c11c           reverse   long_pause      -0.774958   -0.561275   -0.455882   17
24     w2v2-base + BiLSTM        6c11c           reverse   long_pause_noi  -0.725559   -0.573529   -0.470588   17
24     w2v2-base + BiLSTM        6c11c           reverse   no_pause        -0.604736   -0.524510   -0.441176   17
24     w2v2-base + BiLSTM        6c11c           reverse   original        -0.667150   -0.512255   -0.455882   17
24     w2v2-base + BiLSTM        78aec           reverse   long_pause      0.001279    0.014934    0.023810    31
24     w2v2-base + BiLSTM        78aec           reverse   long_pause_noi  -0.289674   -0.376388   -0.214290   31
24     w2v2-base + BiLSTM        78aec           reverse   no_pause        -0.029242   0.250681    0.134346    31
24     w2v2-base + BiLSTM        78aec           reverse   original        -0.002918   0.238547    0.119050    31
24     w2v2-base + BiLSTM        83aed           reverse   long_pause      0.385965    0.443627    0.279412    17
24     w2v2-base + BiLSTM        83aed           reverse   long_pause_noi  0.391544    0.411765    0.279412    17
24     w2v2-base + BiLSTM        83aed           reverse   no_pause        0.807511    0.431373    0.338235    17
24     w2v2-base + BiLSTM        83aed           reverse   original        0.792875    0.406863    0.308824    17
24     w2v2-base + BiLSTM        8f532           reverse   long_pause      0.349300    -0.156111   -0.163971   31
24     w2v2-base + BiLSTM        8f532           reverse   long_pause_noi  0.891404    0.616378    0.448762    31
24     w2v2-base + BiLSTM        8f532           reverse   no_pause        0.145489    -0.255748   -0.233011   31
24     w2v2-base + BiLSTM        8f532           reverse   original        -0.048634   -0.254942   -0.220066   31
24     w2v2-base + BiLSTM        91caa           reverse   long_pause      -0.393660   -0.510989   -0.384615   13
24     w2v2-base + BiLSTM        91caa           reverse   long_pause_noi  -0.486622   -0.483516   -0.333333   13
24     w2v2-base + BiLSTM        91caa           reverse   no_pause        -0.388359   -0.434066   -0.230769   13
24     w2v2-base + BiLSTM        91caa           reverse   original        -0.387768   -0.428571   -0.256410   13
24     w2v2-base + BiLSTM        d81da           reverse   long_pause      -0.379884   -0.113104   -0.085108   28
24     w2v2-base + BiLSTM        d81da           reverse   long_pause_noi  -0.606648   -0.478981   -0.340430   28
24     w2v2-base + BiLSTM        d81da           reverse   no_pause        0.914969    0.919896    0.760649    28
24     w2v2-base + BiLSTM        d81da           reverse   original        0.709537    0.872792    0.691499    28
24     w2v2-base + BiLSTM        6c11c           forward   long_pause      0.938994    0.876763    0.730632    17
24     w2v2-base + BiLSTM        6c11c           forward   long_pause_noi  0.909819    0.884120    0.745393    17
24     w2v2-base + BiLSTM        6c11c           forward   no_pause        0.969437    0.923360    0.804434    17
24     w2v2-base + BiLSTM        6c11c           forward   original        0.961629    0.923360    0.804434    17
24     w2v2-base + BiLSTM        78aec           forward   long_pause      0.056268    0.141532    0.083871    31
24     w2v2-base + BiLSTM        78aec           forward   long_pause_noi  0.759134    0.074194    0.036559    31
24     w2v2-base + BiLSTM        78aec           forward   no_pause        0.278491    0.316129    0.208602    31
24     w2v2-base + BiLSTM        78aec           forward   original        0.584377    0.281855    0.191398    31
24     w2v2-base + BiLSTM        83aed           forward   long_pause      0.333490    0.534314    0.470588    17
24     w2v2-base + BiLSTM        83aed           forward   long_pause_noi  0.334456    0.482843    0.426471    17
24     w2v2-base + BiLSTM        83aed           forward   no_pause        0.239187    0.531863    0.485294    17
24     w2v2-base + BiLSTM        83aed           forward   original        0.202798    0.530963    0.479708    17
24     w2v2-base + BiLSTM        8f532           forward   long_pause      -0.274011   -0.646632   -0.522117   31
24     w2v2-base + BiLSTM        8f532           forward   long_pause_noi  -0.014502   -0.473981   -0.358146   31
24     w2v2-base + BiLSTM        8f532           forward   no_pause        -0.279022   -0.719242   -0.573897   31
24     w2v2-base + BiLSTM        8f532           forward   original        -0.416376   -0.674062   -0.517802   31
24     w2v2-base + BiLSTM        91caa           forward   long_pause      -0.171510   -0.005495   0.076923    13
24     w2v2-base + BiLSTM        91caa           forward   long_pause_noi  0.825558    0.521978    0.358974    13
24     w2v2-base + BiLSTM        91caa           forward   no_pause        0.810964    0.247253    0.205128    13
24     w2v2-base + BiLSTM        91caa           forward   original        0.396609    0.296703    0.205128    13
24     w2v2-base + BiLSTM        d81da           forward   long_pause      0.366393    0.360351    0.273575    28
24     w2v2-base + BiLSTM        d81da           forward   long_pause_noi  -0.411118   0.084885    0.066402    28
24     w2v2-base + BiLSTM        d81da           forward   no_pause        0.823272    0.781490    0.682608    28
24     w2v2-base + BiLSTM        d81da           forward   original        0.817843    0.745893    0.640111    28
26     w2v2-base + Conv          6c11c           random    long_pause      -0.435997   -0.894608   -0.720588   17
26     w2v2-base + Conv          6c11c           random    long_pause_noi  -0.384487   -0.688725   -0.500000   17
26     w2v2-base + Conv          6c11c           random    no_pause        -0.428753   -0.759804   -0.544118   17
26     w2v2-base + Conv          6c11c           random    original        -0.478217   -0.911765   -0.764706   17
26     w2v2-base + Conv          78aec           random    long_pause      0.233187    0.280270    0.249731    31
26     w2v2-base + Conv          78aec           random    long_pause_noi  -0.265797   -0.182881   -0.120560   31
26     w2v2-base + Conv          78aec           random    no_pause        0.320840    0.341365    0.275565    31
26     w2v2-base + Conv          78aec           random    original        0.346850    0.401452    0.340151    31
26     w2v2-base + Conv          83aed           random    long_pause      -0.034758   0.242647    0.191176    17
26     w2v2-base + Conv          83aed           random    long_pause_noi  0.222956    0.424020    0.338235    17
26     w2v2-base + Conv          83aed           random    no_pause        -0.028150   0.230392    0.161765    17
26     w2v2-base + Conv          83aed           random    original        -0.060782   0.269608    0.279412    17
26     w2v2-base + Conv          8f532           random    long_pause      -0.559258   -0.172177   -0.122581   31
26     w2v2-base + Conv          8f532           random    long_pause_noi  -0.302789   0.258871    0.225806    31
26     w2v2-base + Conv          8f532           random    no_pause        -0.581527   -0.268145   -0.191398   31
26     w2v2-base + Conv          8f532           random    original        -0.497266   0.035081    0.032258    31
