block_s,dataset,train,train_label,pair,base_pair,mode,variant,case_dir,rel_path,global_concat_PCC,global_concat_SRCC,global_concat_KTAU,global_concat_n,global_rm_PCC,global_rm_SRCC,global_rm_KTAU,global_rm_n,block_concat_PCC,block_concat_SRCC,block_concat_KTAU,block_concat_n,block_rm_PCC,block_rm_SRCC,block_rm_KTAU,block_rm_n
1,bvcc,18,w2v2-base + Transformer,dlg_sys6c11c__sys8f532,dlg_sys6c11c__sys8f532,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys6c11c__sys8f532/original,dialogue_block1/bvcc/train18/dlg_sys6c11c__sys8f532/original,0.4981253891564262,0.42885375494071143,0.3201581027667984,23,0.2651287071839441,0.4792490118577075,0.3754940711462451,23,0.7541169994741252,0.6763241339822706,0.48068892407510383,186,0.8562978116839131,0.8114672493223927,0.6380310918929796,186
1,bvcc,18,w2v2-base + Transformer,dlg_sys6c11c__sys91caa,dlg_sys6c11c__sys91caa,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys6c11c__sys91caa/long_pause,dialogue_block1/bvcc/train18/dlg_sys6c11c__sys91caa/long_pause,0.5783572191001958,-0.17058823529411765,-0.11666666666666665,16,0.6614490650372253,0.5676470588235295,0.4666666666666666,16,0.07083751933554268,0.034847194702130664,0.028313530281541776,188,0.19936464854541103,0.316671513518331,0.22257514939378492,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys6c11c__sys91caa,dlg_sys6c11c__sys91caa,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys6c11c__sys91caa/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys6c11c__sys91caa/long_pause_noise,0.5828921061838591,-0.12941176470588234,-0.11666666666666665,16,0.7347375588871216,0.5235294117647059,0.43333333333333335,16,0.04508550408057618,0.044745852612618826,0.03641385748778414,188,0.1575395360314672,0.2677291975507496,0.17880033503480083,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys6c11c__sys91caa,dlg_sys6c11c__sys91caa,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys6c11c__sys91caa/no_pause,dialogue_block1/bvcc/train18/dlg_sys6c11c__sys91caa/no_pause,0.5708816495283736,0.1176470588235294,0.11666666666666665,16,0.3496021809266063,0.34411764705882353,0.2333333333333333,16,0.22274585404877026,0.1954733955221284,0.1447678396005497,188,0.2720092239596432,0.3976443197613472,0.2810266507827491,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys6c11c__sys91caa,dlg_sys6c11c__sys91caa,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys6c11c__sys91caa/original,dialogue_block1/bvcc/train18/dlg_sys6c11c__sys91caa/original,0.43316333806522855,-0.06470588235294117,-0.03333333333333333,16,0.3090644115919291,0.3558823529411765,0.25,16,0.15121114883875728,0.175894108200233,0.1245820758239119,188,0.26717645984333827,0.4542465622361493,0.34828416438970133,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys6c11c__sysd81da,dlg_sys6c11c__sysd81da,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys6c11c__sysd81da/long_pause,dialogue_block1/bvcc/train18/dlg_sys6c11c__sysd81da/long_pause,0.48303899232598546,0.5629587803500848,0.4112554112554112,22,0.8109782667249809,0.785431959345003,0.6277056277056278,22,0.3463251749106613,0.3107005279051772,0.22998333772120433,182,0.8586762261889245,0.841233960207063,0.6635511217091238,182
1,bvcc,18,w2v2-base + Transformer,dlg_sys6c11c__sysd81da,dlg_sys6c11c__sysd81da,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys6c11c__sysd81da/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys6c11c__sysd81da/long_pause_noise,0.4931026985723953,0.5087521174477697,0.36796536796536794,22,0.7501692177508061,0.7289666854884248,0.567099567099567,22,0.24114421013807646,0.2626377115823014,0.20456321905298516,182,0.7190703415232461,0.7579466913821912,0.590917148083894,182
1,bvcc,18,w2v2-base + Transformer,dlg_sys6c11c__sysd81da,dlg_sys6c11c__sysd81da,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys6c11c__sysd81da/no_pause,dialogue_block1/bvcc/train18/dlg_sys6c11c__sysd81da/no_pause,0.9136406944261658,0.8147939017504237,0.6623376623376623,22,0.72601851603113,0.6758893280632412,0.5411255411255411,22,0.6648275480460017,0.6295121675584024,0.4380434235664592,182,0.8929849743856503,0.8829639796973963,0.7578318451041707,182
1,bvcc,18,w2v2-base + Transformer,dlg_sys6c11c__sysd81da,dlg_sys6c11c__sysd81da,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys6c11c__sysd81da/original,dialogue_block1/bvcc/train18/dlg_sys6c11c__sysd81da/original,0.9286121912692967,0.8554488989271599,0.7402597402597402,22,0.7309192796656753,0.6566911349520046,0.5064935064935064,22,0.7065802599522074,0.6660957202484856,0.4691909087333588,182,0.891629118653396,0.8729644046919498,0.749616512360204,182
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sys83aed,dlg_sys78aec__sys83aed,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sys83aed/long_pause,dialogue_block1/bvcc/train18/dlg_sys78aec__sys83aed/long_pause,-0.28999826064769413,0.32521739130434785,0.38405797101449274,24,-0.027722369652646857,0.4417391304347826,0.37681159420289856,24,0.4212812703122094,0.30984169358592395,0.21358923359042403,188,0.728974880463136,0.5541945235080984,0.40489241559311323,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sys83aed,dlg_sys78aec__sys83aed,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sys83aed/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys78aec__sys83aed/long_pause_noise,0.13032584115598567,0.5460869565217391,0.5217391304347826,24,0.5562230650625946,0.40695652173913033,0.2971014492753623,24,0.32856854991270384,0.3264284309770838,0.22174200692398088,188,0.6676586907047612,0.5315355375917877,0.39101590604365477,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sys83aed,dlg_sys78aec__sys83aed,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sys83aed/no_pause,dialogue_block1/bvcc/train18/dlg_sys78aec__sys83aed/no_pause,-0.26978858868904443,0.3739130434782608,0.4275362318840579,24,-0.0958507716122088,0.2982608695652174,0.2391304347826087,24,0.6199909148837729,0.5145637412266513,0.3471491018946061,188,0.7474882678760585,0.5661577707605951,0.4157522926318199,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sys83aed,dlg_sys78aec__sys83aed,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sys83aed/original,dialogue_block1/bvcc/train18/dlg_sys78aec__sys83aed/original,-0.2965873469596936,0.31913043478260866,0.3695652173913043,24,-0.043952669686088644,0.2895652173913043,0.2391304347826087,24,0.6552162359156601,0.5573045342868481,0.3871751624234742,188,0.7501328877297564,0.5598293073915983,0.4102016888120365,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sys91caa,dlg_sys78aec__sys91caa,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sys91caa/long_pause,dialogue_block1/bvcc/train18/dlg_sys78aec__sys91caa/long_pause,0.3795541408697266,0.3037593984962406,0.24210526315789474,20,0.6784576712452385,0.5187969924812029,0.39999999999999997,20,0.6046926177289726,0.4342064346678539,0.321150322282401,192,0.8566713514631323,0.8501018435850575,0.6973201478176916,192
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sys91caa,dlg_sys78aec__sys91caa,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sys91caa/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys78aec__sys91caa/long_pause_noise,0.6363741800949748,0.33233082706766914,0.2631578947368421,20,0.8987212895344078,0.5684210526315789,0.4421052631578947,20,0.471702308738535,0.4370003439829314,0.3247824944659302,192,0.8074704108842397,0.7741946658684429,0.6040068037037143,192
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sys91caa,dlg_sys78aec__sys91caa,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sys91caa/no_pause,dialogue_block1/bvcc/train18/dlg_sys78aec__sys91caa/no_pause,0.38613144605708505,0.306766917293233,0.24210526315789474,20,0.6533606267326998,0.58796992481203,0.49473684210526314,20,0.7309802337938474,0.5614881013568097,0.4023235988740147,192,0.8647497715491093,0.8013812852346627,0.6310712036358893,192
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sys91caa,dlg_sys78aec__sys91caa,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sys91caa/original,dialogue_block1/bvcc/train18/dlg_sys78aec__sys91caa/original,0.33574174018397435,0.23157894736842105,0.19999999999999998,20,0.7179287369935681,0.5834586466165413,0.4736842105263158,20,0.6467318832155966,0.5979833249593803,0.42931290226635904,192,0.8647115817712169,0.854706843654016,0.6987322034663268,192
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sysd81da,dlg_sys78aec__sysd81da,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sysd81da/long_pause,dialogue_block1/bvcc/train18/dlg_sys78aec__sysd81da/long_pause,0.161773388097379,-0.09766407119021134,-0.05287356321839081,30,0.8346884888570683,0.2667408231368187,0.167816091954023,30,-0.16072563168899198,-0.17637369331659672,-0.1259898104598895,188,0.13301433677277527,0.03576524783574329,0.008334447066844473,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sysd81da,dlg_sys78aec__sysd81da,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sysd81da/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys78aec__sysd81da/long_pause_noise,0.7523534462082806,-0.07452725250278086,-0.05287356321839081,30,0.7828792877246387,0.08120133481646273,0.043678160919540236,30,-0.15533792931538717,-0.1751747094728898,-0.12085406562022566,188,-0.11277975789978804,-0.14309564140588923,-0.13053214891454942,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sysd81da,dlg_sys78aec__sysd81da,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sysd81da/no_pause,dialogue_block1/bvcc/train18/dlg_sys78aec__sysd81da/no_pause,0.962224979055732,0.5248053392658508,0.3977011494252874,30,0.9631220046594947,0.6791991101223581,0.5126436781609195,30,-0.13269757477136682,-0.1861024140861211,-0.12806194774148574,188,0.40489453241592954,0.30752842681800935,0.23311938707556154,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sysd81da,dlg_sys78aec__sysd81da,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sysd81da/original,dialogue_block1/bvcc/train18/dlg_sys78aec__sysd81da/original,0.9589824697656734,0.5942157953281423,0.439080459770115,30,0.9754309240613499,0.6627363737486095,0.503448275862069,30,0.030972879166291052,0.027961668931519953,0.0197203374925856,188,0.45289776503531964,0.37523556159983246,0.2663346099448976,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys83aed__sys91caa,dlg_sys83aed__sys91caa,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys83aed__sys91caa/long_pause,dialogue_block1/bvcc/train18/dlg_sys83aed__sys91caa/long_pause,0.19136794040390112,0.15882352941176472,0.049999999999999996,16,0.7322169502109553,0.5323529411764706,0.3666666666666667,16,0.17854776298156474,0.14098635054943293,0.10146191150246459,185,0.22274896780785963,0.15434619749348347,0.09270942057250874,185
1,bvcc,18,w2v2-base + Transformer,dlg_sys83aed__sys91caa,dlg_sys83aed__sys91caa,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys83aed__sys91caa/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys83aed__sys91caa/long_pause_noise,0.17437529849369365,0.09999999999999999,0.09999999999999999,16,0.7087264646586668,0.5176470588235293,0.31666666666666665,16,0.15162077711188904,0.13477980176030976,0.09878088804347564,185,0.16207740493286302,0.06337013989845092,0.010906990655589264,185
1,bvcc,18,w2v2-base + Transformer,dlg_sys83aed__sys91caa,dlg_sys83aed__sys91caa,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys83aed__sys91caa/no_pause,dialogue_block1/bvcc/train18/dlg_sys83aed__sys91caa/no_pause,0.24127118441353124,0.2647058823529412,0.16666666666666669,16,0.7022119023541807,0.5558823529411765,0.38333333333333336,16,0.1715098399489068,0.08326144876279547,0.06475815460089386,185,0.1546556677628473,0.13070788521755447,0.07751754073079511,185
1,bvcc,18,w2v2-base + Transformer,dlg_sys83aed__sys91caa,dlg_sys83aed__sys91caa,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys83aed__sys91caa/original,dialogue_block1/bvcc/train18/dlg_sys83aed__sys91caa/original,0.2401081559643276,0.22941176470588234,0.15,16,0.6761203026432313,0.5558823529411765,0.39999999999999997,16,0.0950758194092547,0.11183034990348276,0.07584515383217529,185,0.08940509679317235,0.1286019579584102,0.09400787184103127,185
1,bvcc,18,w2v2-base + Transformer,dlg_sys83aed__sysd81da,dlg_sys83aed__sysd81da,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys83aed__sysd81da/long_pause,dialogue_block1/bvcc/train18/dlg_sys83aed__sysd81da/long_pause,-0.05807802712553786,0.2065217391304348,0.25691699604743085,23,0.7471752040834797,0.6007905138339922,0.4782608695652174,23,0.2768010404337829,0.211660812011259,0.16873368831768393,191,0.8378458564628051,0.6998871484241729,0.5323960308803124,191
1,bvcc,18,w2v2-base + Transformer,dlg_sys83aed__sysd81da,dlg_sys83aed__sysd81da,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys83aed__sysd81da/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys83aed__sysd81da/long_pause_noise,-0.06989744932974087,0.18675889328063244,0.22529644268774704,23,0.4158565493177603,0.3735177865612649,0.3122529644268775,23,0.08809839526089938,0.16989685094022305,0.13934396014161493,191,0.672981627940981,0.6517908288992867,0.46390677597635815,191
1,bvcc,18,w2v2-base + Transformer,dlg_sys83aed__sysd81da,dlg_sys83aed__sysd81da,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys83aed__sysd81da/no_pause,dialogue_block1/bvcc/train18/dlg_sys83aed__sysd81da/no_pause,0.3049732536574864,0.5365612648221344,0.47035573122529645,23,0.7996423469928836,0.7262845849802372,0.557312252964427,23,0.6803929832923952,0.6227658712398527,0.42396920035566404,191,0.8652303480687604,0.7254057374987558,0.5964515691124604,191
1,bvcc,18,w2v2-base + Transformer,dlg_sys83aed__sysd81da,dlg_sys83aed__sysd81da,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys83aed__sysd81da/original,dialogue_block1/bvcc/train18/dlg_sys83aed__sysd81da/original,0.3025211991680471,0.5523715415019763,0.4940711462450593,23,0.7816095239162031,0.7411067193675891,0.5731225296442688,23,0.7352490103383027,0.6836110163257741,0.48334319252635743,191,0.8644119120960555,0.7214231625509595,0.5943513875310785,191
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sys78aec,dlg_sys8f532__sys78aec,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sys78aec/long_pause,dialogue_block1/bvcc/train18/dlg_sys8f532__sys78aec/long_pause,0.08524964289652281,-0.4495967741935484,-0.3806451612903226,31,0.7234031762128519,0.2185483870967742,0.1741935483870968,31,0.11193145776111134,0.08244078666243894,0.05580625395159569,183,0.23327420792760714,0.08863666023800995,0.06089300967187432,183
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sys78aec,dlg_sys8f532__sys78aec,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sys78aec/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys8f532__sys78aec/long_pause_noise,0.7619551146145678,0.2137096774193549,0.14838709677419357,31,0.8395701343397753,0.5705645161290324,0.42365591397849467,31,0.1170330539539075,0.09320671709893577,0.06469850222547086,183,0.3342151298470718,0.22259923318414288,0.1257768931277404,183
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sys78aec,dlg_sys8f532__sys78aec,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sys78aec/no_pause,dialogue_block1/bvcc/train18/dlg_sys8f532__sys78aec/no_pause,0.13820775870156526,-0.3620967741935484,-0.29462365591397854,31,0.7103127683762782,0.7262096774193549,0.5225806451612904,31,0.06012856849790505,0.001967456971746077,0.009359815081090971,183,0.3545046103770896,-0.03830097383347869,-0.035145436871927456,183
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sys78aec,dlg_sys8f532__sys78aec,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sys78aec/original,dialogue_block1/bvcc/train18/dlg_sys8f532__sys78aec/original,0.2799800878614984,-0.28024193548387105,-0.18709677419354842,31,0.7249928795682989,0.7681451612903226,0.5612903225806452,31,0.1323154771564465,0.13621705602278456,0.09638079853772052,183,0.40737754119934944,0.0560247514496051,0.022142912607954295,183
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sys83aed,dlg_sys8f532__sys83aed,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sys83aed/long_pause,dialogue_block1/bvcc/train18/dlg_sys8f532__sys83aed/long_pause,0.875485942534267,0.766798418972332,0.6521739130434783,23,0.9557961686818136,0.7885375494071146,0.6679841897233202,23,0.6694136661406458,0.6164352219041053,0.4228237471291668,182,0.8352149978584985,0.7012837056352815,0.5212135968672308,182
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sys83aed,dlg_sys8f532__sys83aed,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sys83aed/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys8f532__sys83aed/long_pause_noise,0.8819134726863895,0.774703557312253,0.6600790513833992,23,0.9411704021933169,0.5652173913043479,0.42292490118577075,23,0.6018674716415864,0.6116406269707793,0.4171042513990736,182,0.8294208430826563,0.7067816878334083,0.534802033284626,182
