block_s,dataset,train,train_label,pair,base_pair,mode,variant,case_dir,rel_path,global_cr_PCC,global_cr_SRCC,global_cr_KTAU,global_cr_n,block_cr_PCC,block_cr_SRCC,block_cr_KTAU,block_cr_n
1,bvcc,18,w2v2-base + Transformer,dlg_sys6c11c__sys91caa,dlg_sys6c11c__sys91caa,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys6c11c__sys91caa/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys6c11c__sys91caa/long_pause_noise,0.33500100827706114,0.44117647058823534,0.2833333333333333,16,0.2909645365822613,0.2815538716140209,0.19390951541984705,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys6c11c__sys91caa,dlg_sys6c11c__sys91caa,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys6c11c__sys91caa/no_pause,dialogue_block1/bvcc/train18/dlg_sys6c11c__sys91caa/no_pause,-0.01123878889204344,0.17058823529411765,0.08333333333333334,16,0.27093974632138484,0.2484157751042079,0.16867200697093104,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys6c11c__sys91caa,dlg_sys6c11c__sys91caa,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys6c11c__sys91caa/original,dialogue_block1/bvcc/train18/dlg_sys6c11c__sys91caa/original,-0.12900734685794166,0.0588235294117647,0.049999999999999996,16,0.18608226424719004,0.21755796007062164,0.15002838576246527,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys6c11c__sysd81da,dlg_sys6c11c__sysd81da,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys6c11c__sysd81da/long_pause,dialogue_block1/bvcc/train18/dlg_sys6c11c__sysd81da/long_pause,0.2395843906335262,0.5403726708074535,0.40259740259740256,22,0.46150754240154335,0.4159130750855542,0.3086496838837618,182
1,bvcc,18,w2v2-base + Transformer,dlg_sys6c11c__sysd81da,dlg_sys6c11c__sysd81da,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys6c11c__sysd81da/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys6c11c__sysd81da/long_pause_noise,0.6263142469598861,0.7007340485601357,0.5757575757575758,22,0.43705896952511947,0.44706822633136056,0.32173319282701596,182
1,bvcc,18,w2v2-base + Transformer,dlg_sys6c11c__sysd81da,dlg_sys6c11c__sysd81da,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys6c11c__sysd81da/no_pause,dialogue_block1/bvcc/train18/dlg_sys6c11c__sysd81da/no_pause,0.6258566837424421,0.4895539243365331,0.4112554112554112,22,0.7213774229436363,0.6750747217505464,0.4771815705712276,182
1,bvcc,18,w2v2-base + Transformer,dlg_sys6c11c__sysd81da,dlg_sys6c11c__sysd81da,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys6c11c__sysd81da/original,dialogue_block1/bvcc/train18/dlg_sys6c11c__sysd81da/original,0.8178313326073396,0.647656691134952,0.5238095238095238,22,0.7857929497997378,0.7194102420922742,0.514393546441092,182
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sys83aed,dlg_sys78aec__sys83aed,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sys83aed/long_pause,dialogue_block1/bvcc/train18/dlg_sys78aec__sys83aed/long_pause,0.779232551500916,0.45739130434782604,0.38405797101449274,24,0.6745787791696735,0.5537451634703559,0.40766433295496424,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sys83aed,dlg_sys78aec__sys83aed,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sys83aed/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys78aec__sys83aed/long_pause_noise,0.08476029416628401,-0.017391304347826087,0.007246376811594203,24,0.6558687472809452,0.5734943313012496,0.41945497432023787,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sys83aed,dlg_sys78aec__sys83aed,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sys83aed/no_pause,dialogue_block1/bvcc/train18/dlg_sys78aec__sys83aed/no_pause,0.719074746749218,0.23043478260869563,0.20289855072463767,24,0.8554325122295144,0.7299993449724611,0.541071411042717,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sys83aed,dlg_sys78aec__sys83aed,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sys83aed/original,dialogue_block1/bvcc/train18/dlg_sys78aec__sys83aed/original,0.6222863047950856,0.12869565217391304,0.14492753623188404,24,0.862059886844647,0.7220811168066708,0.5257679128088112,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sys91caa,dlg_sys78aec__sys91caa,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sys91caa/long_pause,dialogue_block1/bvcc/train18/dlg_sys78aec__sys91caa/long_pause,0.9223076857934328,0.8721804511278194,0.7789473684210527,20,0.7089543678390751,0.5092765002168151,0.36420779469046516,192
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sys91caa,dlg_sys78aec__sys91caa,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sys91caa/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys78aec__sys91caa/long_pause_noise,0.84427556902271,0.8300751879699247,0.7368421052631579,20,0.6247970526334423,0.5574196304321586,0.40034055363706167,192
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sys91caa,dlg_sys78aec__sys91caa,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sys91caa/no_pause,dialogue_block1/bvcc/train18/dlg_sys78aec__sys91caa/no_pause,0.9271597427128546,0.8075187969924811,0.7263157894736842,20,0.8234625265173052,0.5821288912934376,0.4158752807045329,192
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sys91caa,dlg_sys78aec__sys91caa,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sys91caa/original,dialogue_block1/bvcc/train18/dlg_sys78aec__sys91caa/original,0.8546870604165633,0.7278195488721804,0.6631578947368422,20,0.7114434309812119,0.6144420533045836,0.42743516571669504,192
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sysd81da,dlg_sys78aec__sysd81da,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sysd81da/long_pause,dialogue_block1/bvcc/train18/dlg_sys78aec__sysd81da/long_pause,0.5205185385684398,0.33125695216907675,0.30114942528735633,30,0.2949199941260169,0.35915371523559103,0.23895819054963685,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sysd81da,dlg_sys78aec__sysd81da,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sysd81da/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys78aec__sysd81da/long_pause_noise,0.9882991521756418,0.9426028921023359,0.8206896551724139,30,0.4758159441315398,0.4638757867143073,0.3186547008066127,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sysd81da,dlg_sys78aec__sysd81da,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sysd81da/no_pause,dialogue_block1/bvcc/train18/dlg_sys78aec__sysd81da/no_pause,0.9720852377316631,0.8389321468298109,0.6919540229885057,30,0.15944356477461233,0.16797101734790904,0.11719099408873,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys78aec__sysd81da,dlg_sys78aec__sysd81da,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys78aec__sysd81da/original,dialogue_block1/bvcc/train18/dlg_sys78aec__sysd81da/original,0.9698567179703319,0.9377085650723025,0.825287356321839,30,0.18411312460307183,0.16237593170295445,0.10895689158472226,188
1,bvcc,18,w2v2-base + Transformer,dlg_sys83aed__sys91caa,dlg_sys83aed__sys91caa,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys83aed__sys91caa/long_pause,dialogue_block1/bvcc/train18/dlg_sys83aed__sys91caa/long_pause,0.6355178172923812,0.6705882352941177,0.65,16,0.28646324947572166,0.2786728261985058,0.19602964438440149,185
1,bvcc,18,w2v2-base + Transformer,dlg_sys83aed__sys91caa,dlg_sys83aed__sys91caa,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys83aed__sys91caa/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys83aed__sys91caa/long_pause_noise,0.6712023736151413,0.5058823529411764,0.38333333333333336,16,0.3941272929251808,0.32957350253511075,0.22236321507304335,185
1,bvcc,18,w2v2-base + Transformer,dlg_sys83aed__sys91caa,dlg_sys83aed__sys91caa,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys83aed__sys91caa/no_pause,dialogue_block1/bvcc/train18/dlg_sys83aed__sys91caa/no_pause,0.598898652381902,0.6558823529411765,0.5499999999999999,16,0.15881963396254598,0.12677353369290703,0.08441070504341766,185
1,bvcc,18,w2v2-base + Transformer,dlg_sys83aed__sys91caa,dlg_sys83aed__sys91caa,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys83aed__sys91caa/original,dialogue_block1/bvcc/train18/dlg_sys83aed__sys91caa/original,0.4846912591598123,0.6705882352941177,0.5499999999999999,16,0.0484847873556872,0.14590426836033393,0.09942781756190229,185
1,bvcc,18,w2v2-base + Transformer,dlg_sys83aed__sysd81da,dlg_sys83aed__sysd81da,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys83aed__sysd81da/long_pause,dialogue_block1/bvcc/train18/dlg_sys83aed__sysd81da/long_pause,-0.051295637791789646,0.12450592885375496,0.16205533596837945,23,0.3836480616509517,0.2939186048997483,0.22508729511596565,191
1,bvcc,18,w2v2-base + Transformer,dlg_sys83aed__sysd81da,dlg_sys83aed__sysd81da,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys83aed__sysd81da/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys83aed__sysd81da/long_pause_noise,0.3354772796110829,0.01482213438735178,0.04347826086956522,23,0.33297032096962864,0.3091248275506238,0.2156199995966669,191
1,bvcc,18,w2v2-base + Transformer,dlg_sys83aed__sysd81da,dlg_sys83aed__sysd81da,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys83aed__sysd81da/no_pause,dialogue_block1/bvcc/train18/dlg_sys83aed__sysd81da/no_pause,0.20628224488999208,0.3567193675889328,0.2964426877470356,23,0.7841820342055399,0.657597641665327,0.45438583011763906,191
1,bvcc,18,w2v2-base + Transformer,dlg_sys83aed__sysd81da,dlg_sys83aed__sysd81da,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys83aed__sysd81da/original,dialogue_block1/bvcc/train18/dlg_sys83aed__sysd81da/original,0.19965458163238142,0.3527667984189723,0.2885375494071147,23,0.8275808401829212,0.716707522666989,0.5093572974426083,191
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sys78aec,dlg_sys8f532__sys78aec,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sys78aec/long_pause,dialogue_block1/bvcc/train18/dlg_sys8f532__sys78aec/long_pause,0.20393600743574486,0.3838709677419355,0.30752688172043013,31,0.30147603977057436,0.29834383359431665,0.21236932379147064,183
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sys78aec,dlg_sys8f532__sys78aec,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sys78aec/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys8f532__sys78aec/long_pause_noise,0.9078768690144401,0.8536290322580645,0.7075268817204302,31,0.5861660093647443,0.4912189356852068,0.34900159867474,183
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sys78aec,dlg_sys8f532__sys78aec,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sys78aec/no_pause,dialogue_block1/bvcc/train18/dlg_sys8f532__sys78aec/no_pause,0.023455263082019184,-0.22338709677419355,-0.16129032258064518,31,0.23962465759633117,0.21807763656517587,0.14723635863111173,183
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sys78aec,dlg_sys8f532__sys78aec,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sys78aec/original,dialogue_block1/bvcc/train18/dlg_sys8f532__sys78aec/original,0.286708147403689,-0.0995967741935484,-0.07526881720430108,31,0.17615675310566792,0.1806064169131881,0.12229969017054985,183
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sys83aed,dlg_sys8f532__sys83aed,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sys83aed/long_pause,dialogue_block1/bvcc/train18/dlg_sys8f532__sys83aed/long_pause,0.846754303376138,0.5741106719367589,0.5098814229249012,23,0.732255561848689,0.6191700742892573,0.4593573517938269,182
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sys83aed,dlg_sys8f532__sys83aed,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sys83aed/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys8f532__sys83aed/long_pause_noise,0.8836191214087028,0.358695652173913,0.2727272727272727,23,0.7499099424419686,0.6827363127916478,0.4850375055281796,182
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sys83aed,dlg_sys8f532__sys83aed,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sys83aed/no_pause,dialogue_block1/bvcc/train18/dlg_sys8f532__sys83aed/no_pause,0.8630712150012527,0.6284584980237155,0.541501976284585,23,0.8757772878791111,0.7369849204241568,0.5258971494454171,182
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sys83aed,dlg_sys8f532__sys83aed,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sys83aed/original,dialogue_block1/bvcc/train18/dlg_sys8f532__sys83aed/original,0.8886479869556835,0.6067193675889329,0.5019762845849802,23,0.897699254068381,0.7776923115491612,0.5682471147213382,182
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sys91caa,dlg_sys8f532__sys91caa,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sys91caa/long_pause,dialogue_block1/bvcc/train18/dlg_sys8f532__sys91caa/long_pause,0.9416333994050096,0.8666666666666666,0.7076023391812866,19,0.7590989806417912,0.5907276034521631,0.45700297645240257,181
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sys91caa,dlg_sys8f532__sys91caa,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sys91caa/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys8f532__sys91caa/long_pause_noise,0.9771328713709048,0.8771929824561402,0.7426900584795321,19,0.7468594330963085,0.6730268210332437,0.49223684480617125,181
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sys91caa,dlg_sys8f532__sys91caa,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sys91caa/no_pause,dialogue_block1/bvcc/train18/dlg_sys8f532__sys91caa/no_pause,0.9533972754335446,0.8210526315789475,0.6959064327485379,19,0.8800159307532769,0.6785475210517805,0.4827893970377951,181
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sys91caa,dlg_sys8f532__sys91caa,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sys91caa/original,dialogue_block1/bvcc/train18/dlg_sys8f532__sys91caa/original,0.952484366708154,0.8228070175438595,0.6959064327485379,19,0.8081592437807013,0.6983758208166491,0.5060107404059703,181
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sysd81da,dlg_sys8f532__sysd81da,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sysd81da/long_pause,dialogue_block1/bvcc/train18/dlg_sys8f532__sysd81da/long_pause,0.9168211645023344,0.9246305418719208,0.7881773399014778,29,0.28703559523321065,0.3576321690528941,0.2579421396995251,181
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sysd81da,dlg_sys8f532__sysd81da,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sysd81da/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys8f532__sysd81da/long_pause_noise,0.9918552470517016,0.8389162561576353,0.6945812807881773,29,0.517633595612528,0.5415775685559073,0.38162992418159064,181
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sysd81da,dlg_sys8f532__sysd81da,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sysd81da/no_pause,dialogue_block1/bvcc/train18/dlg_sys8f532__sysd81da/no_pause,0.9056224231508263,0.910837438423645,0.7980295566502461,29,0.1925256266074417,0.19123930416040436,0.13303606582672917,181
1,bvcc,18,w2v2-base + Transformer,dlg_sys8f532__sysd81da,dlg_sys8f532__sysd81da,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys8f532__sysd81da/original,dialogue_block1/bvcc/train18/dlg_sys8f532__sysd81da/original,0.9393291881803104,0.9733990147783249,0.8719211822660098,29,0.21693762655702153,0.23340170965666565,0.16032229104827944,181
1,bvcc,18,w2v2-base + Transformer,dlg_sys91caa__sysd81da,dlg_sys91caa__sysd81da,forward,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys91caa__sysd81da/long_pause,dialogue_block1/bvcc/train18/dlg_sys91caa__sysd81da/long_pause,0.970834471893568,0.9711042311661506,0.8954248366013072,18,0.5110301527108776,0.30441610329691615,0.2304842898706571,181
1,bvcc,18,w2v2-base + Transformer,dlg_sys91caa__sysd81da,dlg_sys91caa__sysd81da,forward,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/bvcc/train18/dlg_sys91caa__sysd81da/long_pause_noise,dialogue_block1/bvcc/train18/dlg_sys91caa__sysd81da/long_pause_noise,0.9807680529976248,0.981424148606811,0.8954248366013072,18,0.47445750012100363,0.4331859810456751,0.3092956528607628,181
